$Flow file for segment 31
To the right of the sum of flows are individual flows starting with QWD then QSTR
JDAY,QWD(m3s-1),
   238.403,   12.620,           12.600,
   238.500,   12.620,           12.600,
   238.604,   12.620,           12.600,
   238.701,   12.620,           12.600,
   238.806,   12.620,           12.600,
   238.903,   12.620,           12.600,
   239.000,   12.620,           12.600,
   239.104,   12.620,           12.600,
   239.201,   12.620,           12.600,
   239.306,   12.620,           12.600,
   239.403,   12.620,           12.600,
   239.500,   12.620,           12.600,
   239.604,   12.620,           12.600,
   239.701,   12.620,           12.600,
   239.806,   12.620,           12.600,
   239.903,   12.620,           12.600,
   240.000,   12.620,           12.600,
   240.104,   12.620,           12.600,
   240.201,   12.620,           12.600,
   240.306,   12.620,           12.600,
   240.403,   12.620,           12.600,
   240.500,   12.620,           12.600,
   240.604,   12.620,           12.600,
   240.701,   12.620,           12.600,
   240.806,   12.620,           12.600,
   240.903,   12.620,           12.600,
   241.000,   12.620,           12.600,
   241.104,   12.620,           12.600,
   241.201,   12.620,           12.600,
   241.306,   12.620,           12.600,
   241.403,   12.620,           12.600,
   241.500,   12.620,           12.600,
   241.604,   12.620,           12.600,
   241.701,   12.620,           12.600,
   241.806,   12.620,           12.600,
   241.903,   12.620,           12.600,
   242.000,   12.620,           12.600,
   242.104,   12.620,           12.600,
   242.201,   12.620,           12.600,
   242.306,   12.620,           12.600,
   242.403,   12.620,           12.600,
   242.500,   12.620,           12.600,
   242.604,   12.620,           12.600,
   242.701,   12.620,           12.600,
   242.806,   12.620,           12.600,
   242.903,   12.620,           12.600,
   243.000,   12.620,           12.600,
   243.104,   12.620,           12.600,
   243.201,   12.620,           12.600,
   243.306,   12.620,           12.600,
   243.403,   12.620,           12.600,
   243.500,   12.620,           12.600,
   243.604,   12.620,           12.600,
   243.701,   12.620,           12.600,
   243.806,   12.620,           12.600,
   243.903,   12.620,           12.600,
   244.000,   12.620,           12.600,
   244.104,   12.620,           12.600,
   244.201,   12.620,           12.600,
   244.306,   12.620,           12.600,
   244.403,   12.620,           12.600,
   244.500,   12.620,           12.600,
   244.604,   12.620,           12.600,
   244.701,   12.620,           12.600,
   244.806,   12.620,           12.600,
   244.903,   12.620,           12.600,
   245.000,   12.620,           12.600,
   245.104,   12.620,           12.600,
   245.201,   12.620,           12.600,
   245.306,   12.620,           12.600,
   245.403,   12.620,           12.600,
   245.500,   12.620,           12.600,
   245.604,   12.620,           12.600,
   245.701,   12.620,           12.600,
   245.806,   12.620,           12.600,
   245.903,   12.620,           12.600,
   246.000,   12.620,           12.600,
   246.104,   12.620,           12.600,
   246.201,   12.620,           12.600,
   246.306,   12.620,           12.600,
   246.403,   12.620,           12.600,
   246.500,   12.620,           12.600,
   246.604,   12.620,           12.600,
   246.701,   12.620,           12.600,
   246.806,   12.620,           12.600,
   246.903,   12.620,           12.600,
   247.000,   12.620,           12.600,
   247.104,   12.620,           12.600,
   247.201,   12.620,           12.600,
   247.306,   12.620,           12.600,
   247.403,   12.620,           12.600,
   247.500,   12.620,           12.600,
   247.604,   12.620,           12.600,
   247.701,   12.620,           12.600,
   247.806,   12.620,           12.600,
   247.903,   12.620,           12.600,
   248.000,   12.620,           12.600,
   248.104,   12.620,           12.600,
   248.201,   12.620,           12.600,
   248.306,   12.620,           12.600,
   248.403,   12.620,           12.600,
   248.500,   12.620,           12.600,
   248.604,   12.620,           12.600,
   248.701,   12.620,           12.600,
   248.806,   12.620,           12.600,
   248.903,   12.620,           12.600,
   249.000,   12.620,           12.600,
   249.104,   12.620,           12.600,
   249.201,   12.620,           12.600,
   249.306,   12.620,           12.600,
   249.403,   12.620,           12.600,
   249.500,   12.620,           12.600,
   249.604,   12.620,           12.600,
   249.701,   12.620,           12.600,
   249.806,   12.620,           12.600,
   249.903,   12.620,           12.600,
   250.000,   12.620,           12.600,
   250.104,   12.620,           12.600,
   250.201,   12.620,           12.600,
   250.306,   12.620,           12.600,
   250.403,   12.620,           12.600,
   250.500,   12.620,           12.600,
   250.604,   12.620,           12.600,
   250.701,   12.620,           12.600,
   250.806,   12.620,           12.600,
   250.903,   12.620,           12.600,
   251.000,   12.620,           12.600,
   251.104,   12.620,           12.600,
   251.201,   12.620,           12.600,
   251.306,   12.620,           12.600,
   251.403,   12.620,           12.600,
   251.500,   12.620,           12.600,
   251.604,   12.620,           12.600,
   251.701,   12.620,           12.600,
   251.806,   12.620,           12.600,
   251.903,   12.620,           12.600,
   252.000,   12.620,           12.600,
   252.104,   12.620,           12.600,
   252.201,   12.620,           12.600,
   252.306,   12.620,           12.600,
   252.403,   12.620,           12.600,
   252.500,   12.620,           12.600,
   252.604,   12.620,           12.600,
   252.701,   12.620,           12.600,
   252.806,   12.620,           12.600,
   252.903,   12.620,           12.600,
   253.000,   12.620,           12.600,
   253.104,   12.620,           12.600,
   253.201,   12.620,           12.600,
   253.306,   12.620,           12.600,
   253.403,   12.620,           12.600,
   253.500,   12.620,           12.600,
   253.604,   12.620,           12.600,
   253.701,   12.620,           12.600,
   253.806,   12.620,           12.600,
   253.903,   12.620,           12.600,
   254.000,   12.620,           12.600,
   254.104,   12.620,           12.600,
   254.201,   12.620,           12.600,
   254.306,   12.620,           12.600,
   254.403,   12.620,           12.600,
   254.500,   12.620,           12.600,
   254.604,   12.620,           12.600,
   254.701,   12.620,           12.600,
   254.806,   12.620,           12.600,
   254.903,   12.620,           12.600,
   255.000,   12.620,           12.600,
   255.104,   12.620,           12.600,
   255.201,   12.620,           12.600,
   255.306,   12.620,           12.600,
   255.403,   12.620,           12.600,
   255.500,   12.620,           12.600,
   255.604,   12.620,           12.600,
   255.701,   12.620,           12.600,
   255.806,   12.620,           12.600,
   255.903,   12.620,           12.600,
   256.000,   12.620,           12.600,
   256.104,   12.620,           12.600,
   256.201,   12.620,           12.600,
   256.306,   12.620,           12.600,
   256.403,   12.620,           12.600,
   256.500,   12.620,           12.600,
   256.604,   12.620,           12.600,
   256.701,   12.620,           12.600,
   256.806,   12.620,           12.600,
   256.903,   12.620,           12.600,
   257.000,   12.620,           12.600,
   257.104,   12.620,           12.600,
   257.201,   12.620,           12.600,
   257.306,   12.620,           12.600,
   257.403,   12.620,           12.600,
   257.500,   12.620,           12.600,
   257.604,   12.620,           12.600,
   257.701,   12.620,           12.600,
   257.806,   12.620,           12.600,
   257.903,   12.620,           12.600,
   258.000,   12.620,           12.600,
   258.104,   12.620,           12.600,
   258.201,   12.620,           12.600,
   258.306,   12.620,           12.600,
   258.403,   12.620,           12.600,
   258.500,   12.620,           12.600,
   258.604,   12.620,           12.600,
   258.701,   12.620,           12.600,
   258.806,   12.620,           12.600,
   258.903,   12.620,           12.600,
   259.000,   12.620,           12.600,
   259.104,   12.620,           12.600,
   259.201,   12.620,           12.600,
   259.306,   12.620,           12.600,
   259.403,   12.620,           12.600,
   259.500,   12.620,           12.600,
   259.604,   12.620,           12.600,
   259.701,   12.620,           12.600,
   259.806,   12.620,           12.600,
   259.903,   12.620,           12.600,
   260.000,   12.620,           12.600,
   260.104,   12.620,           12.600,
   260.201,   12.620,           12.600,
   260.306,   12.620,           12.600,
   260.403,   12.620,           12.600,
   260.500,   12.620,           12.600,
   260.604,   12.620,           12.600,
   260.701,   12.620,           12.600,
   260.806,   12.620,           12.600,
   260.903,   12.620,           12.600,
   261.000,   12.620,           12.600,
   261.104,   12.620,           12.600,
   261.201,   12.620,           12.600,
   261.306,   12.620,           12.600,
   261.403,   12.620,           12.600,
   261.500,   12.620,           12.600,
   261.604,   12.620,           12.600,
   261.701,   12.620,           12.600,
   261.806,   12.620,           12.600,
   261.903,   12.620,           12.600,
   262.000,   12.620,           12.600,
   262.104,   12.620,           12.600,
   262.201,   12.620,           12.600,
   262.306,   12.620,           12.600,
   262.403,   12.620,           12.600,
   262.500,   12.620,           12.600,
   262.604,   12.620,           12.600,
   262.701,   12.620,           12.600,
   262.806,   12.620,           12.600,
   262.903,   12.620,           12.600,
   263.000,   12.620,           12.600,
   263.104,   12.620,           12.600,
   263.201,   12.620,           12.600,
   263.306,   12.620,           12.600,
   263.403,   12.620,           12.600,
   263.500,   12.620,           12.600,
   263.604,   12.620,           12.600,
   263.701,   12.620,           12.600,
   263.806,   12.620,           12.600,
   263.903,   12.620,           12.600,
   264.000,   12.620,           12.600,
   264.104,   12.620,           12.600,
   264.201,   12.620,           12.600,
   264.306,   12.620,           12.600,
   264.403,   12.620,           12.600,
   264.500,   12.620,           12.600,
   264.604,   12.620,           12.600,
   264.701,   12.620,           12.600,
   264.806,   12.620,           12.600,
   264.903,   12.620,           12.600,
   265.000,   12.620,           12.600,
   265.104,   12.620,           12.600,
   265.201,   12.620,           12.600,
   265.306,   12.620,           12.600,
   265.403,   12.620,           12.600,
   265.500,   12.620,           12.600,
   265.604,   12.620,           12.600,
   265.701,   12.620,           12.600,
   265.806,   12.620,           12.600,
   265.903,   12.620,           12.600,
   266.000,   12.620,           12.600,
   266.104,   12.620,           12.600,
   266.201,   12.620,           12.600,
   266.306,   12.620,           12.600,
   266.403,   12.620,           12.600,
   266.500,   12.620,           12.600,
   266.604,   12.620,           12.600,
   266.701,   12.620,           12.600,
   266.806,   12.620,           12.600,
   266.903,   12.620,           12.600,
   267.000,   12.620,           12.600,
   267.104,   12.620,           12.600,
   267.201,   12.620,           12.600,
   267.306,   12.620,           12.600,
   267.403,   12.620,           12.600,
   267.500,   12.620,           12.600,
   267.604,   12.620,           12.600,
   267.701,   12.620,           12.600,
   267.806,   12.620,           12.600,
   267.903,   12.620,           12.600,
   268.000,   12.620,           12.600,
   268.104,   12.620,           12.600,
   268.201,   12.620,           12.600,
   268.306,   12.620,           12.600,
   268.403,   12.620,           12.600,
   268.500,   12.620,           12.600,
   268.604,   12.620,           12.600,
   268.701,   12.620,           12.600,
   268.806,   12.620,           12.600,
   268.903,   12.620,           12.600,
   269.000,   12.620,           12.600,
   269.104,   12.620,           12.600,
   269.201,   12.620,           12.600,
   269.306,   12.620,           12.600,
   269.403,   12.620,           12.600,
   269.500,   12.620,           12.600,
   269.604,   12.620,           12.600,
   269.701,   12.620,           12.600,
   269.806,   12.620,           12.600,
   269.903,   12.620,           12.600,
   270.000,   12.620,           12.600,
   270.104,   12.620,           12.600,
   270.201,   12.620,           12.600,
   270.306,   12.620,           12.600,
   270.403,   12.620,           12.600,
   270.500,   12.620,           12.600,
   270.604,   12.620,           12.600,
   270.701,   12.620,           12.600,
   270.806,   12.620,           12.600,
   270.903,   12.620,           12.600,
   271.000,   12.620,           12.600,
   271.104,   12.620,           12.600,
   271.201,   12.620,           12.600,
   271.306,   12.620,           12.600,
   271.403,   12.620,           12.600,
   271.500,   12.620,           12.600,
   271.604,   12.620,           12.600,
   271.701,   12.620,           12.600,
   271.806,   12.620,           12.600,
   271.903,   12.620,           12.600,
   272.000,   12.620,           12.600,
   272.104,   12.620,           12.600,
   272.201,   12.620,           12.600,
   272.306,   12.620,           12.600,
   272.403,   12.620,           12.600,
   272.500,   12.620,           12.600,
   272.604,   12.620,           12.600,
   272.701,   12.620,           12.600,
   272.806,   12.620,           12.600,
   272.903,   12.620,           12.600,
   273.000,   12.620,           12.600,
   273.104,   12.620,           12.600,
   273.201,   12.620,           12.600,
   273.306,   12.620,           12.600,
   273.403,   12.620,           12.600,
   273.500,   12.620,           12.600,
   273.604,   12.620,           12.600,
   273.701,   12.620,           12.600,
   273.806,   12.620,           12.600,
   273.903,   12.620,           12.600,
   274.000,   12.620,           12.600,
   274.104,   12.620,           12.600,
   274.201,   12.620,           12.600,
   274.306,   12.620,           12.600,
   274.403,   12.620,           12.600,
   274.500,   12.620,           12.600,
   274.604,   12.620,           12.600,
   274.701,   12.620,           12.600,
   274.806,   12.620,           12.600,
   274.903,   12.620,           12.600,
   275.000,   12.620,           12.600,
   275.104,   12.620,           12.600,
   275.201,   12.620,           12.600,
   275.306,   12.620,           12.600,
   275.403,   12.620,           12.600,
   275.500,   12.620,           12.600,
   275.604,   12.620,           12.600,
   275.701,   12.620,           12.600,
   275.806,   12.620,           12.600,
   275.903,   12.620,           12.600,
   276.000,   12.620,           12.600,
   276.104,   12.620,           12.600,
   276.201,   12.620,           12.600,
   276.306,   12.620,           12.600,
   276.403,   12.620,           12.600,
   276.500,   12.620,           12.600,
   276.604,   12.620,           12.600,
   276.701,   12.620,           12.600,
   276.806,   12.620,           12.600,
   276.903,   12.620,           12.600,
   277.000,   12.620,           12.600,
   277.104,   12.620,           12.600,
   277.201,   12.620,           12.600,
   277.306,   12.620,           12.600,
   277.403,   12.620,           12.600,
   277.500,   12.620,           12.600,
   277.604,   12.620,           12.600,
   277.701,   12.620,           12.600,
   277.806,   12.620,           12.600,
   277.903,   12.620,           12.600,
   278.000,   12.620,           12.600,
   278.104,   12.620,           12.600,
   278.201,   12.620,           12.600,
   278.306,   12.620,           12.600,
   278.403,   12.620,           12.600,
   278.500,   12.620,           12.600,
   278.604,   12.620,           12.600,
   278.701,   12.620,           12.600,
   278.806,   12.620,           12.600,
   278.903,   12.620,           12.600,
   279.000,   12.620,           12.600,
   279.104,   12.620,           12.600,
   279.201,   12.620,           12.600,
   279.306,   12.620,           12.600,
   279.403,   12.620,           12.600,
   279.500,   12.620,           12.600,
   279.604,   12.620,           12.600,
   279.701,   12.620,           12.600,
   279.806,   12.620,           12.600,
   279.903,   12.620,           12.600,
   280.000,   12.620,           12.600,
   280.104,   12.620,           12.600,
   280.201,   12.620,           12.600,
   280.306,   12.620,           12.600,
   280.403,   12.620,           12.600,
   280.500,   12.620,           12.600,
   280.604,   12.620,           12.600,
   280.701,   12.620,           12.600,
   280.806,   12.620,           12.600,
   280.903,   12.620,           12.600,
   281.000,   12.620,           12.600,
   281.104,   12.620,           12.600,
   281.201,   12.620,           12.600,
   281.306,   12.620,           12.600,
   281.403,   12.620,           12.600,
   281.500,   12.620,           12.600,
   281.604,   12.620,           12.600,
   281.701,   12.620,           12.600,
   281.806,   12.620,           12.600,
   281.903,   12.620,           12.600,
   282.000,   12.620,           12.600,
   282.104,   12.620,           12.600,
   282.201,   12.620,           12.600,
   282.306,   12.620,           12.600,
   282.403,   12.620,           12.600,
   282.500,   12.620,           12.600,
   282.604,   12.620,           12.600,
   282.701,   12.620,           12.600,
   282.806,   12.620,           12.600,
   282.903,   12.620,           12.600,
   283.000,   12.620,           12.600,
   283.104,   12.620,           12.600,
   283.201,   12.620,           12.600,
   283.306,   12.620,           12.600,
   283.403,   12.620,           12.600,
   283.500,   12.620,           12.600,
   283.604,   12.620,           12.600,
   283.701,   12.620,           12.600,
   283.806,   12.620,           12.600,
   283.903,   12.620,           12.600,
   284.000,   12.620,           12.600,
   284.104,   12.620,           12.600,
   284.201,   12.620,           12.600,
   284.306,   12.620,           12.600,
   284.403,   12.620,           12.600,
   284.500,   12.620,           12.600,
   284.604,   12.620,           12.600,
   284.701,   12.620,           12.600,
   284.806,   12.620,           12.600,
   284.903,   12.620,           12.600,
   285.000,   12.620,           12.600,
   285.104,   12.620,           12.600,
   285.201,   12.620,           12.600,
   285.306,   12.620,           12.600,
   285.403,   12.620,           12.600,
   285.500,   12.620,           12.600,
   285.604,   12.620,           12.600,
   285.701,   12.620,           12.600,
   285.806,   12.620,           12.600,
   285.903,   12.620,           12.600,
   286.000,   12.620,           12.600,
   286.104,   12.620,           12.600,
   286.201,   12.620,           12.600,
   286.306,   12.620,           12.600,
   286.403,   12.620,           12.600,
   286.500,   12.620,           12.600,
   286.604,   12.620,           12.600,
   286.701,   12.620,           12.600,
   286.806,   12.620,           12.600,
   286.903,   12.620,           12.600,
   287.000,   12.620,           12.600,
   287.104,   12.620,           12.600,
   287.201,   12.620,           12.600,
   287.306,   12.620,           12.600,
   287.403,   12.620,           12.600,
   287.500,   12.620,           12.600,
   287.604,   12.620,           12.600,
   287.701,   12.620,           12.600,
   287.806,   12.620,           12.600,
   287.903,   12.620,           12.600,
   288.000,   12.620,           12.600,
   288.104,   12.620,           12.600,
   288.201,   12.620,           12.600,
   288.306,   12.620,           12.600,
   288.403,   12.620,           12.600,
   288.500,   12.620,           12.600,
   288.604,   12.620,           12.600,
   288.701,   12.620,           12.600,
   288.806,   12.620,           12.600,
   288.903,   12.620,           12.600,
   289.000,   12.620,           12.600,
   289.104,   12.620,           12.600,
   289.201,   12.620,           12.600,
   289.306,   12.620,           12.600,
   289.403,   12.620,           12.600,
   289.500,   12.620,           12.600,
   289.604,   12.620,           12.600,
   289.701,   12.620,           12.600,
   289.806,   12.620,           12.600,
   289.903,   12.620,           12.600,
   290.000,   12.620,           12.600,
   290.104,   12.620,           12.600,
   290.201,   12.620,           12.600,
   290.306,   12.620,           12.600,
   290.403,   12.620,           12.600,
   290.500,   12.620,           12.600,
   290.604,   12.620,           12.600,
   290.701,   12.620,           12.600,
   290.806,   12.620,           12.600,
   290.903,   12.620,           12.600,
   291.000,   12.620,           12.600,
   291.104,   12.620,           12.600,
   291.201,   12.620,           12.600,
   291.306,   12.620,           12.600,
   291.403,   12.620,           12.600,
   291.500,   12.620,           12.600,
   291.604,   12.620,           12.600,
   291.701,   12.620,           12.600,
   291.806,   12.620,           12.600,
   291.903,   12.620,           12.600,
   292.000,   12.620,           12.600,
   292.104,   12.620,           12.600,
   292.201,   12.620,           12.600,
   292.306,   12.620,           12.600,
   292.403,   12.620,           12.600,
   292.500,   12.620,           12.600,
   292.604,   12.620,           12.600,
   292.701,   12.620,           12.600,
   292.806,   12.620,           12.600,
   292.903,   12.620,           12.600,
   293.000,   12.620,           12.600,
   293.104,   12.620,           12.600,
   293.201,   12.620,           12.600,
   293.306,   12.620,           12.600,
   293.403,   12.620,           12.600,
   293.500,   12.620,           12.600,
   293.604,   12.620,           12.600,
   293.701,   12.620,           12.600,
   293.806,   12.620,           12.600,
   293.903,   12.620,           12.600,
   294.000,   12.620,           12.600,
   294.104,   12.620,           12.600,
   294.201,   12.620,           12.600,
   294.306,   12.620,           12.600,
   294.403,   12.620,           12.600,
   294.500,   12.620,           12.600,
   294.604,   12.620,           12.600,
   294.701,   12.620,           12.600,
   294.806,   12.620,           12.600,
   294.903,   12.620,           12.600,
   295.000,   12.620,           12.600,
   295.104,   12.620,           12.600,
   295.201,   12.620,           12.600,
   295.306,   12.620,           12.600,
   295.403,   12.620,           12.600,
   295.500,   12.620,           12.600,
   295.604,   12.620,           12.600,
   295.701,   12.620,           12.600,
   295.806,   12.620,           12.600,
   295.903,   12.620,           12.600,
   296.000,   12.620,           12.600,
   296.104,   12.620,           12.600,
   296.201,   12.620,           12.600,
   296.306,   12.620,           12.600,
   296.403,   12.620,           12.600,
   296.500,   12.620,           12.600,
   296.604,   12.620,           12.600,
   296.701,   12.620,           12.600,
   296.806,   12.620,           12.600,
   296.903,   12.620,           12.600,
   297.000,   12.620,           12.600,
   297.104,   12.620,           12.600,
   297.201,   12.620,           12.600,
   297.306,   12.620,           12.600,
   297.403,   12.620,           12.600,
   297.500,   12.620,           12.600,
   297.604,   12.620,           12.600,
   297.701,   12.620,           12.600,
   297.806,   12.620,           12.600,
   297.903,   12.620,           12.600,
   298.000,   12.620,           12.600,
   298.104,   12.620,           12.600,
   298.201,   12.620,           12.600,
   298.306,   12.620,           12.600,
   298.403,   12.620,           12.600,
   298.500,   12.620,           12.600,
   298.604,   12.620,           12.600,
   298.701,   12.620,           12.600,
   298.806,   12.620,           12.600,
   298.903,   12.620,           12.600,
   299.000,   12.620,           12.600,
   299.104,   12.620,           12.600,
   299.201,   12.620,           12.600,
   299.306,   12.620,           12.600,
   299.403,   12.620,           12.600,
   299.500,   12.620,           12.600,
   299.604,   12.620,           12.600,
   299.701,   12.620,           12.600,
   299.806,   12.620,           12.600,
   299.903,   12.620,           12.600,
   300.000,   12.620,           12.600,
   300.104,   12.620,           12.600,
   300.201,   12.620,           12.600,
   300.306,   12.620,           12.600,
   300.403,   12.620,           12.600,
   300.500,   12.620,           12.600,
   300.604,   12.620,           12.600,
   300.701,   12.620,           12.600,
   300.806,   12.620,           12.600,
   300.903,   12.620,           12.600,
   301.000,   12.620,           12.600,
   301.104,   12.620,           12.600,
   301.201,   12.620,           12.600,
   301.306,   12.620,           12.600,
   301.403,   12.620,           12.600,
   301.500,   12.620,           12.600,
   301.604,   12.620,           12.600,
   301.701,   12.620,           12.600,
   301.806,   12.620,           12.600,
   301.903,   12.620,           12.600,
   302.000,   12.620,           12.600,
   302.104,   12.620,           12.600,
   302.201,   12.620,           12.600,
   302.306,   12.620,           12.600,
   302.403,   12.620,           12.600,
   302.500,   12.620,           12.600,
   302.604,   12.620,           12.600,
   302.701,   12.620,           12.600,
   302.806,   12.620,           12.600,
   302.903,   12.620,           12.600,
   303.000,   12.620,           12.600,
   303.104,   12.620,           12.600,
   303.201,   12.620,           12.600,
   303.306,   12.620,           12.600,
   303.403,   12.620,           12.600,
   303.500,   12.620,           12.600,
   303.604,   12.620,           12.600,
   303.701,   12.620,           12.600,
   303.806,   12.620,           12.600,
   303.903,   12.620,           12.600,
   304.000,   12.620,           12.600,
   304.104,   12.620,           12.600,
   304.201,   12.620,           12.600,
   304.306,   12.620,           12.600,
   304.403,   12.620,           12.600,
   304.507,   12.620,           12.600,
   304.604,   12.620,           12.600,
   304.701,   12.620,           12.600,
   304.806,   12.620,           12.600,
   304.903,   12.620,           12.600,
   305.007,   12.620,           12.600,
   305.104,   12.620,           12.600,
   305.201,   12.620,           12.600,
   305.306,   12.620,           12.600,
   305.403,   12.620,           12.600,
   305.507,   12.620,           12.600,
   305.604,   12.620,           12.600,
   305.701,   12.620,           12.600,
   305.806,   12.620,           12.600,
   305.903,   12.620,           12.600,
   306.007,   12.620,           12.600,
   306.104,   12.620,           12.600,
   306.201,   12.620,           12.600,
   306.306,   12.620,           12.600,
   306.403,   12.620,           12.600,
   306.507,   12.620,           12.600,
   306.604,   12.620,           12.600,
   306.701,   12.620,           12.600,
   306.806,   12.620,           12.600,
   306.903,   12.620,           12.600,
   307.007,   12.620,           12.600,
   307.104,   12.620,           12.600,
   307.201,   12.620,           12.600,
   307.306,   12.620,           12.600,
   307.403,   12.620,           12.600,
   307.507,   12.620,           12.600,
   307.604,   12.620,           12.600,
   307.701,   12.620,           12.600,
   307.806,   12.620,           12.600,
   307.903,   12.620,           12.600,
   308.007,   12.620,           12.600,
   308.104,   12.620,           12.600,
   308.201,   12.620,           12.600,
   308.306,   12.620,           12.600,
   308.403,   12.620,           12.600,
   308.507,   12.620,           12.600,
   308.604,   12.620,           12.600,
   308.701,   12.620,           12.600,
   308.806,   12.620,           12.600,
   308.903,   12.620,           12.600,
   309.007,   12.620,           12.600,
   309.104,   12.620,           12.600,
   309.201,   12.620,           12.600,
   309.306,   12.620,           12.600,
   309.403,   12.620,           12.600,
   309.507,   12.620,           12.600,
   309.604,   12.620,           12.600,
   309.701,   12.620,           12.600,
   309.806,   12.620,           12.600,
   309.903,   12.620,           12.600,
   310.007,   12.620,           12.600,
   310.104,   12.620,           12.600,
   310.201,   12.620,           12.600,
   310.306,   12.620,           12.600,
   310.403,   12.620,           12.600,
   310.507,   12.620,           12.600,
   310.604,   12.620,           12.600,
   310.701,   12.620,           12.600,
   310.806,   12.620,           12.600,
   310.903,   12.620,           12.600,
   311.007,   12.620,           12.600,
   311.104,   12.620,           12.600,
   311.201,   12.620,           12.600,
   311.306,   12.620,           12.600,
   311.403,   12.620,           12.600,
   311.507,   12.620,           12.600,
   311.604,   12.620,           12.600,
   311.701,   12.620,           12.600,
   311.806,   12.620,           12.600,
   311.903,   12.620,           12.600,
   312.007,   12.620,           12.600,
   312.104,   12.620,           12.600,
   312.201,   12.620,           12.600,
   312.306,   12.620,           12.600,
   312.403,   12.620,           12.600,
   312.507,   12.620,           12.600,
   312.604,   12.620,           12.600,
   312.701,   12.620,           12.600,
   312.806,   12.620,           12.600,
   312.903,   12.620,           12.600,
   313.007,   12.620,           12.600,
   313.104,   12.620,           12.600,
   313.201,   12.620,           12.600,
   313.306,   12.620,           12.600,
   313.403,   12.620,           12.600,
   313.507,   12.620,           12.600,
   313.604,   12.620,           12.600,
   313.701,   12.620,           12.600,
   313.806,   12.620,           12.600,
   313.903,   12.620,           12.600,
   314.007,   12.620,           12.600,
   314.104,   12.620,           12.600,
   314.201,   12.620,           12.600,
   314.306,   12.620,           12.600,
   314.403,   12.620,           12.600,
   314.507,   12.620,           12.600,
   314.604,   12.620,           12.600,
   314.701,   12.620,           12.600,
   314.806,   12.620,           12.600,
   314.903,   12.620,           12.600,
   315.007,   12.620,           12.600,
   315.104,   12.620,           12.600,
   315.201,   12.620,           12.600,
   315.306,   12.620,           12.600,
   315.403,   12.620,           12.600,
   315.507,   12.620,           12.600,
   315.604,   12.620,           12.600,
   315.701,   12.620,           12.600,
   315.806,   12.620,           12.600,
   315.903,   12.620,           12.600,
   316.007,   12.620,           12.600,
   316.104,   12.620,           12.600,
   316.201,   12.620,           12.600,
   316.306,   12.620,           12.600,
   316.403,   12.620,           12.600,
   316.507,   12.620,           12.600,
   316.604,   12.620,           12.600,
   316.701,   12.620,           12.600,
   316.806,   12.620,           12.600,
   316.903,   12.620,           12.600,
   317.007,   12.620,           12.600,
   317.104,   12.620,           12.600,
   317.201,   12.620,           12.600,
   317.306,   12.620,           12.600,
   317.403,   12.620,           12.600,
   317.507,   12.620,           12.600,
   317.604,   12.620,           12.600,
   317.701,   12.620,           12.600,
   317.806,   12.620,           12.600,
   317.903,   12.620,           12.600,
   318.007,   12.620,           12.600,
   318.104,   12.620,           12.600,
   318.201,   12.620,           12.600,
   318.306,   12.620,           12.600,
   318.403,   12.620,           12.600,
   318.507,   12.620,           12.600,
   318.604,   12.620,           12.600,
   318.701,   12.620,           12.600,
   318.806,   12.620,           12.600,
   318.903,   12.620,           12.600,
   319.007,   12.620,           12.600,
   319.104,   12.620,           12.600,
   319.201,   12.620,           12.600,
   319.306,   12.620,           12.600,
   319.403,   12.620,           12.600,
   319.507,   12.620,           12.600,
   319.604,   12.620,           12.600,
   319.701,   12.620,           12.600,
   319.806,   12.620,           12.600,
   319.903,   12.620,           12.600,
   320.007,   12.620,           12.600,
   320.104,   12.620,           12.600,
   320.201,   12.620,           12.600,
   320.306,   12.620,           12.600,
   320.403,   12.620,           12.600,
   320.507,   12.620,           12.600,
   320.604,   12.620,           12.600,
   320.701,   12.620,           12.600,
   320.806,   12.620,           12.600,
   320.903,   12.620,           12.600,
   321.007,   12.620,           12.600,
   321.104,   12.620,           12.600,
   321.201,   12.620,           12.600,
   321.306,   12.620,           12.600,
   321.403,   12.620,           12.600,
   321.507,   12.620,           12.600,
   321.604,   12.620,           12.600,
   321.701,   12.620,           12.600,
   321.806,   12.620,           12.600,
   321.903,   12.620,           12.600,
   322.007,   12.620,           12.600,
   322.104,   12.620,           12.600,
   322.201,   12.620,           12.600,
   322.306,   12.620,           12.600,
   322.403,   12.620,           12.600,
   322.507,   12.620,           12.600,
   322.604,   12.620,           12.600,
   322.701,   12.620,           12.600,
   322.806,   12.620,           12.600,
   322.903,   12.620,           12.600,
   323.007,   12.620,           12.600,
   323.104,   12.620,           12.600,
   323.201,   12.620,           12.600,
   323.306,   12.620,           12.600,
   323.403,   12.620,           12.600,
   323.507,   12.620,           12.600,
   323.604,   12.620,           12.600,
   323.701,   12.620,           12.600,
   323.806,   12.620,           12.600,
   323.903,   12.620,           12.600,
   324.007,   12.620,           12.600,
   324.104,   12.620,           12.600,
   324.201,   12.620,           12.600,
   324.306,   12.620,           12.600,
   324.403,   12.620,           12.600,
   324.507,   12.620,           12.600,
   324.604,   12.620,           12.600,
   324.701,   12.620,           12.600,
   324.806,   12.620,           12.600,
   324.903,   12.620,           12.600,
   325.007,   12.620,           12.600,
   325.104,   12.620,           12.600,
   325.201,   12.620,           12.600,
   325.306,   12.620,           12.600,
   325.403,   12.620,           12.600,
